@relation Chris.accepted.passwords.keystroke.rhythm
@attribute flightTime0 numeric
@attribute dwellTime0 numeric
@attribute flightTime1 numeric
@attribute dwellTime1 numeric
@attribute flightTime2 numeric
@attribute dwellTime2 numeric
@attribute flightTime3 numeric
@attribute dwellTime3 numeric
@attribute flightTime4 numeric
@attribute dwellTime4 numeric
@attribute flightTime5 numeric
@attribute dwellTime5 numeric
@attribute flightTime6 numeric
@attribute dwellTime6 numeric
@attribute flightTime7 numeric
@attribute dwellTime7 numeric
@attribute class {accepted,denied}

@data
% Denied data: variations of the originals
-183,52,78,52,37,107,76,105,-50,54,329,102,-37,201,0,31,denied
-10,274,225,165,44,111,-14,66,45,116,-39,54,-37,201,0,33,denied
-3,284,76,50,35,106,83,108,-43,58,-44,53,-290,8,0,34,denied
-27,253,246,182,32,104,-24,62,-36,63,315,100,-275,19,0,361,denied
-6,280,221,162,32,104,85,108,-41,60,343,104,-16,217,0,360,denied
-173,64,76,50,43,110,-18,65,37,110,349,104,-4,227,0,25,denied
-7,278,75,50,40,109,79,106,-44,58,-6,58,-27,209,0,-14,denied
-25,256,63,41,38,107,-11,68,43,115,288,97,-296,4,0,375,denied
-5,281,50,30,-41,59,84,108,43,114,342,104,-278,17,0,357,denied
-156,86,224,165,-42,59,-9,69,-44,58,-6,58,-287,10,0,345,denied
-154,89,74,49,-40,60,-9,68,-45,57,-7,58,-1,229,0,10,denied
-161,79,231,170,-40,60,-25,62,-40,60,310,99,-2,228,0,328,denied
-21,260,249,184,35,105,-16,65,-38,61,-40,54,3,233,0,45,denied
-26,254,75,50,-31,65,86,109,43,115,-52,52,-33,204,0,375,denied
-21,260,44,26,42,110,71,103,42,114,310,99,-268,25,0,317,denied
-10,274,229,168,40,109,69,102,-47,56,335,103,9,237,0,347,denied
-153,90,51,31,46,112,80,106,-49,55,-40,54,-44,196,0,366,denied
-158,84,53,33,-36,62,-10,68,41,113,0,59,-28,208,0,29,denied
-170,68,60,38,36,106,-16,66,38,112,296,98,-270,23,0,342,denied
-18,263,45,27,45,112,85,108,42,114,-61,51,-17,217,0,14,denied
-19,262,220,162,-28,67,82,107,46,117,282,96,-272,22,0,372,denied
-21,260,64,42,46,112,81,107,41,113,298,98,-275,20,0,22,denied
-17,266,44,26,-32,65,74,104,-37,62,303,98,-36,202,0,-5,denied
-169,69,223,164,-28,67,87,109,48,118,-43,53,-281,15,0,347,denied
-12,272,247,182,-34,64,-21,63,-37,62,342,104,-298,2,0,315,denied
-6,280,252,186,42,110,-22,63,-49,55,-12,57,-315,-10,0,353,denied
-177,59,59,37,-34,63,-7,69,-34,64,347,104,-283,13,0,17,denied
0,289,225,165,-34,63,72,103,37,111,-40,54,-273,21,0,49,denied
-8,277,67,43,-42,59,-25,62,37,111,-3,58,-265,27,0,32,denied
-22,259,242,179,41,109,-17,65,-36,63,348,104,-306,-3,0,330,denied
-165,75,64,41,39,108,72,103,37,110,0,59,-293,6,0,49,denied
-27,253,57,36,-36,62,-21,63,49,119,308,99,-2,228,0,325,denied
-167,72,231,170,35,106,-22,63,-44,58,-6,58,-297,3,0,379,denied
0,287,239,176,34,105,-9,68,37,111,348,104,-319,-13,0,11,denied
-162,78,239,176,-39,61,80,106,47,117,-56,51,-292,6,0,320,denied
-14,269,73,48,38,107,87,109,39,112,-44,53,-281,15,0,43,denied
-160,80,48,29,-36,62,77,105,-39,61,-7,58,-268,25,0,37,denied
0,288,221,162,42,110,-11,68,-49,54,-28,55,-265,27,0,361,denied
-169,69,62,39,-42,59,83,108,-39,61,324,101,-291,7,0,24,denied
-13,271,51,31,-40,60,-20,64,44,115,-16,57,-265,27,0,347,denied
-176,60,74,49,40,109,-9,68,-49,54,312,100,-5,226,0,369,denied
-164,76,57,36,40,108,-13,67,-42,59,-34,54,-304,-2,0,-13,denied
-17,265,236,174,35,106,-20,64,35,109,-32,55,-11,221,0,22,denied
-25,255,70,46,-36,63,-21,63,-35,64,-30,55,-278,17,0,355,denied
-16,266,50,30,41,109,71,103,-41,59,1,59,-296,4,0,1,denied
-6,279,249,184,-34,64,77,105,-34,64,-39,54,-43,197,0,31,denied
-18,265,247,183,-29,66,-20,64,-38,61,-10,57,6,235,0,38,denied
-2,285,53,33,-28,67,-22,63,35,110,-27,55,-5,226,0,25,denied
-12,272,55,34,-38,61,83,108,46,117,-44,53,-318,-12,0,337,denied
-176,60,220,162,-28,67,86,109,39,112,-3,58,-3,227,0,40,denied
-22,259,58,37,-34,64,-22,63,39,112,288,96,-295,4,0,347,denied
-15,267,244,180,-28,67,70,102,-48,55,305,99,4,234,0,366,denied
-162,78,75,50,-37,62,84,108,37,111,349,104,-286,11,0,36,denied
-166,73,227,167,38,107,77,105,38,112,308,99,-303,-1,0,14,denied
-158,84,71,47,41,109,83,108,-35,64,294,97,-266,26,0,43,denied
-156,86,228,168,46,112,-7,69,48,118,287,96,-307,-4,0,6,denied
-168,71,73,48,-36,63,-23,62,35,109,-37,54,-23,212,0,40,denied
-24,257,61,39,-35,63,81,107,50,119,285,96,-44,196,0,29,denied
-12,272,219,161,-31,65,-13,67,-43,58,290,97,-266,27,0,347,denied
-6,280,67,43,-39,60,-11,67,38,112,0,59,-3,227,0,343,denied
-170,68,45,27,-31,66,77,105,44,115,-9,58,-316,-11,0,329,denied
-24,257,243,179,-42,59,-21,64,42,114,-20,56,-5,225,0,12,denied
-16,267,72,48,41,109,81,107,-37,62,-28,55,-33,204,0,14,denied
-175,61,238,176,-42,59,-8,69,-49,55,302,98,7,236,0,343,denied
-162,78,250,185,-30,66,-21,63,-45,57,-4,58,7,236,0,360,denied
-17,266,48,29,46,112,70,102,-48,55,-57,51,-10,222,0,356,denied
-1,285,56,35,-41,59,87,109,43,115,-8,58,-287,10,0,-4,denied
-168,71,76,50,46,112,82,107,-47,56,331,102,-7,224,0,37,denied
-164,76,242,179,-37,62,-11,67,-44,58,324,101,-268,25,0,45,denied
-164,76,249,184,-39,61,-19,64,-49,54,-35,54,-287,10,0,377,denied
-25,254,244,180,-34,63,-16,66,38,112,308,99,-43,197,0,3,denied
-28,251,247,182,40,109,-10,68,36,110,333,102,-266,26,0,323,denied
-24,256,220,162,-29,66,-7,69,-40,60,297,98,-297,2,0,2,denied
-168,70,78,52,32,104,-12,67,-34,64,339,103,4,233,0,344,denied
-27,252,238,175,-41,59,82,107,-40,60,313,100,-304,-1,0,32,denied
-174,63,246,182,-29,67,73,103,34,109,-8,58,7,236,0,350,denied
-154,89,70,46,-40,60,-21,63,-45,57,-26,55,6,235,0,12,denied
-13,271,70,46,-36,62,-11,68,41,114,0,59,-304,-2,0,315,denied
-23,257,44,26,-37,62,84,108,-41,60,-9,58,-275,20,0,0,denied
-13,271,47,28,44,111,-19,64,-49,55,-13,57,-19,215,0,6,denied
-2,285,68,44,-38,61,83,108,44,116,-33,54,8,236,0,319,denied
-23,257,231,170,-35,63,73,103,-41,60,-23,56,-271,23,0,336,denied
-168,71,53,33,-40,60,72,103,45,116,312,100,-19,215,0,39,denied
-19,263,246,182,-42,59,85,108,35,109,-58,51,-40,199,0,321,denied
-166,74,45,26,-34,63,72,103,47,117,-54,52,7,236,0,18,denied
-162,78,56,35,41,109,-16,66,38,111,-34,54,-266,26,0,-10,denied
-181,54,244,180,42,110,82,107,-42,59,-50,52,-279,16,0,315,denied
-15,269,77,51,42,110,77,105,39,112,315,100,-15,218,0,352,denied
-170,67,237,175,-40,60,-20,64,-48,55,281,96,-18,215,0,39,denied
-154,89,59,37,-32,65,69,102,-42,59,-5,58,-292,6,0,27,denied
-175,61,51,32,-30,66,-17,65,36,110,324,101,-298,2,0,11,denied
-173,64,239,176,39,108,-13,67,36,110,314,100,-305,-3,0,360,denied
-161,79,224,165,39,108,74,104,38,111,-41,53,-5,226,0,15,denied
-22,259,252,187,-29,66,78,105,-50,54,286,96,-36,202,0,-6,denied
-166,73,228,168,35,105,-7,69,-46,57,-22,56,-1,228,0,320,denied
-24,256,64,41,-35,63,-7,69,-46,56,-39,54,-267,25,0,331,denied
-27,253,232,171,-39,61,75,104,45,116,-26,55,-40,199,0,370,denied
-22,259,71,46,37,107,-22,63,-40,61,-15,57,-37,202,0,43,denied
-177,60,61,39,-34,64,-24,62,36,110,-2,59,-21,214,0,344,denied
-2,285,61,39,40,109,-8,69,-47,56,-16,57,-301,0,0,351,denied
