@relation freddy77.accepted.passwords.keystroke.rhythm
@attribute flightTime0 numeric
@attribute dwellTime0 numeric
@attribute flightTime1 numeric
@attribute dwellTime1 numeric
@attribute flightTime2 numeric
@attribute dwellTime2 numeric
@attribute flightTime3 numeric
@attribute dwellTime3 numeric
@attribute flightTime4 numeric
@attribute dwellTime4 numeric
@attribute flightTime5 numeric
@attribute dwellTime5 numeric
@attribute flightTime6 numeric
@attribute dwellTime6 numeric
@attribute flightTime7 numeric
@attribute dwellTime7 numeric
@attribute class {accepted,denied}

@data
-72,144,-56,152,96,112,80,96,112,96,120,120,88,80,0,96,accepted
-80,208,-72,168,136,128,72,96,88,80,1112,120,96,96,0,88,accepted
-72,160,-64,208,240,168,80,96,96,64,208,120,112,160,0,80,accepted
-80,176,-88,168,88,120,79,80,193,96,215,104,104,160,0,120,accepted
-80,112,-80,176,104,112,72,80,112,88,128,96,88,80,0,96,accepted
-64,128,-64,136,96,112,72,80,176,96,135,89,80,80,0,112,accepted
-80,136,-80,168,88,128,72,88,168,88,112,88,80,96,0,112,accepted
-72,136,-48,160,109,112,80,83,184,80,104,104,96,88,0,88,accepted
-72,120,-56,152,104,120,72,88,112,88,152,96,80,88,0,96,accepted
-64,104,-48,160,104,112,87,72,240,73,121,95,88,79,0,81,accepted
-63,112,-40,167,136,88,80,88,191,73,153,120,80,87,0,96,accepted
-64,128,-56,176,264,120,72,80,95,73,1121,96,72,80,0,104,accepted
-71,136,-80,159,80,128,64,88,136,120,112,88,88,80,0,96,accepted
-80,144,-64,144,72,104,104,88,144,88,152,72,88,72,0,80,accepted
-64,112,-56,144,104,128,64,96,88,72,112,88,96,72,0,88,accepted
-88,128,-56,152,88,112,71,113,112,112,200,80,88,64,0,88,accepted
-64,96,-56,160,112,120,72,80,96,64,647,80,87,65,0,88,accepted
-47,87,681,167,135,120,71,81,80,112,136,88,80,88,0,113,accepted
-88,111,-55,144,105,95,73,103,175,80,128,88,95,81,0,89,accepted
-80,104,-71,168,256,95,72,96,128,88,216,72,96,80,0,96,accepted
-47,136,-49,160,104,129,96,80,120,96,128,72,112,80,0,88,accepted
-64,120,-25,161,120,120,64,96,136,104,136,88,80,88,0,104,accepted
-80,144,-56,160,88,112,64,112,152,88,128,80,80,88,0,112,accepted
-96,120,-80,184,208,112,64,96,96,104,136,96,104,79,0,97,accepted
-87,151,-49,184,312,81,81,87,160,87,144,80,95,81,0,97,accepted
-64,145,-48,128,113,103,72,96,169,95,152,143,73,80,0,87,accepted
-80,112,-48,137,120,111,72,88,959,81,104,96,88,88,0,88,accepted
-88,104,-73,153,88,112,64,104,168,88,168,72,96,80,0,96,accepted
-64,96,-48,136,136,104,80,80,160,80,128,80,88,72,0,80,accepted
-72,112,-56,160,112,104,72,80,128,72,112,80,88,80,0,88,accepted
-72,112,-80,152,112,112,79,105,328,88,184,72,88,104,0,88,accepted
% Denied data: variations of the originals
-102,64,-287,122,242,144,96,109,-103,63,-193,60,-14,31,0,70,denied
-44,175,-326,116,14,84,97,110,-187,56,828,134,224,145,0,69,denied
-100,68,-311,118,-17,76,47,65,-168,57,789,132,-27,25,0,119,denied
-35,193,-338,114,1,81,98,111,-150,59,-266,55,-29,24,0,120,denied
-36,191,-354,112,262,149,103,115,450,112,710,126,-9,33,0,72,denied
-35,193,218,195,-4,80,52,69,502,117,-311,52,188,128,0,124,denied
-41,180,198,192,-11,78,97,110,-116,62,744,128,-29,24,0,72,denied
-40,183,-302,119,276,152,101,114,-173,57,769,130,192,130,0,122,denied
-38,186,-355,112,10,83,101,113,-98,63,-343,49,-7,34,0,120,denied
-36,191,172,188,238,143,96,109,-112,62,677,123,-13,31,0,124,denied
-38,187,187,190,0,81,97,109,495,116,755,129,-13,31,0,118,denied
-39,186,261,201,267,150,97,109,428,110,-387,46,231,148,0,66,denied
-96,76,-349,113,265,150,95,108,494,116,835,135,9,42,0,119,denied
-103,63,-303,119,-27,74,47,65,448,112,733,128,207,137,0,121,denied
-103,63,-283,122,17,85,102,114,433,111,678,124,197,132,0,69,denied
-34,194,174,188,-13,77,102,114,-134,60,833,135,-22,27,0,70,denied
-37,188,254,200,-9,78,53,71,511,118,649,121,-21,28,0,121,denied
-41,181,-290,121,273,152,53,70,-157,58,-257,56,-5,35,0,66,denied
-44,175,190,191,18,86,104,116,477,115,746,128,-29,24,0,122,denied
-104,60,-335,115,278,153,99,112,-133,60,-247,56,-20,28,0,117,denied
-44,176,189,190,257,148,95,108,526,119,-346,49,199,133,0,121,denied
-39,184,176,189,11,84,99,111,522,119,-331,50,-4,35,0,65,denied
-103,62,-275,123,-1,81,48,66,439,111,-307,52,209,138,0,124,denied
-102,65,214,194,-2,80,103,115,457,113,824,134,9,42,0,117,denied
-104,60,247,199,13,84,104,116,-191,55,-226,58,195,131,0,117,denied
-40,183,194,191,271,151,45,63,-107,63,-295,53,-28,24,0,115,denied
-98,72,-353,112,251,146,104,116,-160,58,747,129,212,139,0,68,denied
-95,77,225,196,263,149,100,113,-205,54,-364,48,11,43,0,72,denied
-103,62,-254,126,275,152,46,64,-146,59,-359,48,229,147,0,70,denied
-45,174,169,188,288,156,99,112,-166,57,648,121,225,145,0,68,denied
-34,194,-273,124,251,146,47,65,434,111,743,128,205,136,0,68,denied
-100,68,200,192,14,85,97,110,-107,63,-395,46,198,132,0,117,denied
-94,79,214,194,260,148,102,115,-95,64,-349,49,188,128,0,121,denied
-42,179,-272,124,244,144,47,65,418,109,-281,54,0,38,0,120,denied
-40,184,220,195,271,151,46,64,-177,56,-237,57,-9,33,0,65,denied
-102,64,220,195,288,156,52,69,429,110,-261,55,205,136,0,71,denied
-45,174,-260,126,283,154,101,113,-135,60,670,123,2,39,0,123,denied
-35,193,-262,125,-3,80,100,112,-179,56,711,126,224,145,0,115,denied
-98,72,-272,124,251,146,101,113,503,117,667,123,218,142,0,74,denied
-41,181,181,189,-9,78,104,116,529,119,707,126,230,148,0,66,denied
-100,68,-309,118,265,150,100,112,461,113,826,134,207,137,0,66,denied
-40,183,-289,121,245,145,52,69,-195,55,-228,58,6,41,0,116,denied
-95,77,-276,123,239,143,52,70,418,109,814,133,206,136,0,66,denied
-36,190,-304,119,247,145,104,116,-141,60,757,129,-4,36,0,66,denied
-95,78,-274,124,-22,75,97,110,-101,63,775,131,213,140,0,117,denied
-37,188,180,189,20,86,45,63,445,112,-230,58,210,138,0,70,denied
-101,67,-349,113,263,149,96,109,421,110,765,130,0,38,0,66,denied
-100,68,-268,124,271,151,101,113,-157,58,774,130,-2,37,0,117,denied
-36,191,192,191,-1,80,54,71,-153,59,-193,60,216,141,0,72,denied
-102,65,202,192,276,152,52,70,-124,61,659,122,231,148,0,66,denied
-94,80,-333,115,274,152,52,69,-160,58,683,124,-23,27,0,123,denied
-104,60,248,199,6,82,99,111,-88,64,-271,55,-8,34,0,120,denied
-96,77,253,200,-11,78,101,114,425,110,-389,46,4,40,0,119,denied
-34,195,209,193,-26,74,50,67,513,118,822,134,208,137,0,115,denied
-104,60,253,200,2,81,46,64,485,115,653,122,-8,34,0,122,denied
-103,63,-351,112,16,85,99,111,514,118,664,123,6,41,0,123,denied
-43,178,249,199,247,145,49,66,455,113,770,130,228,147,0,123,denied
-43,178,257,200,288,155,46,64,518,118,-349,49,198,133,0,74,denied
-39,185,240,198,255,147,95,108,501,117,-304,52,189,128,0,72,denied
-102,64,-313,118,266,150,46,63,-160,58,-297,53,-8,34,0,72,denied
-95,77,-277,123,252,146,98,111,478,115,-256,56,-21,27,0,73,denied
-37,189,162,187,270,151,100,112,-94,64,734,128,219,143,0,118,denied
-42,178,-268,124,291,156,98,111,473,114,-305,52,190,129,0,69,denied
-101,66,245,198,12,84,97,110,-147,59,698,125,225,145,0,121,denied
-38,188,246,199,-23,75,103,116,-199,55,-299,53,226,146,0,66,denied
-37,189,212,194,9,83,52,69,-160,58,-360,48,204,135,0,116,denied
-39,185,189,190,0,81,47,64,-108,63,718,126,216,141,0,123,denied
-37,189,175,188,-1,80,50,67,-88,64,747,129,207,137,0,65,denied
-96,75,255,200,21,86,47,65,517,118,760,129,7,41,0,73,denied
-44,176,-339,114,291,156,99,112,458,113,-288,53,231,148,0,119,denied
-36,191,-281,122,249,146,102,114,475,114,815,133,212,139,0,65,denied
-43,177,193,191,260,148,52,69,486,115,840,135,188,128,0,118,denied
-94,79,199,192,-24,74,45,63,-182,56,-267,55,215,141,0,65,denied
-102,63,214,194,262,149,103,115,474,114,-385,46,192,130,0,121,denied
-34,195,252,200,248,145,101,113,-127,61,754,129,206,136,0,72,denied
-38,187,186,190,15,85,46,64,-193,55,793,132,191,129,0,117,denied
-101,67,265,201,-3,80,52,69,-153,59,-217,59,-29,24,0,69,denied
-43,177,236,197,263,149,96,109,504,117,823,134,-22,27,0,70,denied
-38,187,-284,122,-19,76,53,70,-152,59,748,129,200,134,0,70,denied
-105,59,195,191,287,155,104,116,471,114,682,124,196,132,0,117,denied
-96,76,165,187,244,144,53,70,-197,55,811,133,227,146,0,67,denied
-100,67,-271,124,16,85,48,66,-158,58,782,131,212,139,0,73,denied
-41,182,-306,119,289,156,48,66,-105,63,-200,60,209,138,0,69,denied
-41,180,253,200,9,83,96,109,431,111,-220,58,-17,30,0,124,denied
-94,79,-355,112,282,154,98,111,485,115,-319,51,1,39,0,124,denied
-97,75,185,190,16,85,49,67,-108,63,-221,58,-14,31,0,124,denied
-98,72,221,195,-2,80,103,115,428,110,-338,50,212,139,0,72,denied
-45,173,-351,112,-4,80,95,108,-101,63,-214,59,0,38,0,120,denied
-41,181,231,197,16,85,46,64,-109,62,-280,54,4,40,0,118,denied
-37,189,-287,122,2,81,47,65,-88,64,-298,53,203,135,0,74,denied
-35,193,204,193,243,144,99,112,495,116,811,133,-15,30,0,117,denied
-98,72,182,189,5,82,96,109,-101,63,-229,58,-5,35,0,73,denied
-103,63,-313,118,288,156,100,112,474,114,-204,59,201,134,0,74,denied
-105,59,-306,119,281,154,100,112,-131,61,-370,47,9,42,0,72,denied
-37,190,-323,116,1,81,102,115,-155,58,642,121,225,145,0,71,denied
-43,178,-285,122,-25,74,101,113,-197,55,799,132,208,137,0,119,denied
-105,59,-290,121,242,144,47,65,-110,62,711,126,-26,25,0,118,denied
-37,188,203,192,258,148,102,114,-114,62,-300,53,-26,25,0,70,denied
-41,182,264,201,1,81,48,66,512,118,-389,46,201,134,0,118,denied
-38,188,-290,121,-19,76,102,114,-152,59,-368,48,206,136,0,116,denied
