@relation BillNyeTheTestingGuy5.accepted.passwords.keystroke.rhythm
@attribute flightTime0 numeric
@attribute dwellTime0 numeric
@attribute flightTime1 numeric
@attribute dwellTime1 numeric
@attribute flightTime2 numeric
@attribute dwellTime2 numeric
@attribute flightTime3 numeric
@attribute dwellTime3 numeric
@attribute flightTime4 numeric
@attribute dwellTime4 numeric
@attribute flightTime5 numeric
@attribute dwellTime5 numeric
@attribute flightTime6 numeric
@attribute dwellTime6 numeric
@attribute flightTime7 numeric
@attribute dwellTime7 numeric
@attribute backspaceCount numeric
@attribute class {accepted,denied}

@data
-480,120,225,511,8,112,-8,80,-16,184,624,128,-560,144,0,584,0,accepted
-784,112,520,800,32,96,24,72,-24,208,472,112,-144,528,0,144,0,accepted
-848,111,425,864,48,95,32,72,24,224,2049,96,-1360,87,0,1504,0,accepted
-552,120,408,568,56,96,-15,88,24,191,857,112,-680,135,0,712,0,accepted
-736,127,329,760,41,127,-24,79,16,200,833,136,-472,135,0,480,0,accepted
-616,79,313,672,40,104,-15,87,-15,159,215,96,-111,424,0,127,0,accepted
-552,112,257,559,21,123,-32,96,-47,191,136,135,-118,512,0,126,0,accepted
-680,96,337,687,40,96,-24,104,-23,175,600,104,-520,112,0,551,0,accepted
-528,112,232,584,40,96,-25,89,-40,192,520,104,-449,128,0,481,0,accepted
-520,112,275,565,24,112,-8,88,-24,168,848,112,-801,112,0,825,0,accepted
% Denied data: variations of the originals
-988,86,758,1015,-15,81,442,119,-130,131,1692,143,-1224,-214,0,1191,0,denied
-1037,82,-127,318,72,130,436,118,-118,135,1573,139,290,657,0,-265,0,denied
-991,86,5,422,67,127,-404,41,109,224,1552,138,162,583,0,-276,0,denied
-347,129,-102,338,78,133,434,118,-122,134,-359,80,-1234,-219,0,-295,0,denied
-334,130,-54,375,77,132,349,110,-132,130,-413,79,-1117,-152,0,1177,0,denied
-296,133,-6,413,-14,81,-416,40,127,231,-144,87,248,633,0,1213,0,denied
-1037,82,741,1001,-11,83,-367,44,-134,129,1752,145,186,598,0,1252,0,denied
-277,134,-45,383,67,127,490,123,105,222,1750,144,89,541,0,-189,0,denied
-305,132,780,1032,-6,85,349,110,104,222,-303,82,117,558,0,1358,0,denied
-1043,82,706,974,-16,80,-407,40,-134,129,1613,140,-1253,-230,0,-224,0,denied
-1043,82,-99,340,-11,83,-280,52,-105,140,-146,87,-1211,-206,0,-166,0,denied
-262,135,744,1004,77,132,354,111,126,230,1565,139,323,676,0,-279,0,denied
-337,130,-7,412,-5,86,409,116,143,237,-315,82,251,635,0,-216,0,denied
-322,131,-18,404,-15,81,-376,43,-138,128,-176,86,186,598,0,-375,0,denied
-975,87,-37,389,-21,77,-316,49,102,221,-87,88,261,640,0,1172,0,denied
-966,87,692,963,-8,84,-313,49,-118,135,-185,85,262,641,0,1175,0,denied
-303,132,764,1020,-11,83,432,118,-104,141,1800,146,-1290,-252,0,1149,0,denied
-984,86,818,1062,76,132,-274,53,-146,125,-429,78,-1101,-143,0,1353,0,denied
-934,89,-15,406,73,130,415,116,132,233,-365,80,-1037,-106,0,1397,0,denied
-259,135,817,1061,68,127,412,116,135,234,-311,82,-1085,-134,0,1353,0,denied
-336,130,808,1054,-14,81,426,117,-132,130,-315,82,152,578,0,1178,0,denied
-945,89,-57,373,74,131,-320,48,123,229,-326,81,-1050,-113,0,-241,0,denied
-1001,85,674,949,75,131,-324,48,115,226,-98,88,127,563,0,-157,0,denied
-1030,83,739,1000,69,128,-387,42,-148,124,-153,86,181,594,0,-172,0,denied
-362,128,802,1050,-8,85,-329,48,130,232,1760,145,179,593,0,-243,0,denied
-982,86,-47,381,-6,86,423,117,-101,142,-202,85,268,644,0,1317,0,denied
-1001,85,-35,391,79,133,-348,46,-136,128,1667,142,236,626,0,-107,0,denied
-1026,83,786,1037,71,129,-316,49,-108,139,1517,137,-1070,-125,0,1149,0,denied
-267,135,-133,313,81,135,480,122,113,225,-188,85,-1093,-138,0,-117,0,denied
-966,87,777,1030,67,127,471,121,137,235,-334,81,266,644,0,1249,0,denied
-366,128,674,948,73,130,-325,48,110,224,-424,78,84,539,0,1171,0,denied
-261,135,-49,379,78,133,399,115,-117,136,1618,140,-1214,-208,0,-193,0,denied
-289,133,778,1030,-22,77,-311,49,-116,136,-141,87,114,556,0,-240,0,denied
-1026,83,754,1012,-11,83,-284,52,132,233,1807,146,-1078,-130,0,-261,0,denied
-330,131,-34,391,-19,79,459,120,-128,132,1666,142,176,592,0,1339,0,denied
-388,127,714,980,68,127,-319,49,-107,140,-182,86,-1243,-224,0,1129,0,denied
-320,131,-112,329,-17,80,-330,48,-125,133,1666,142,333,682,0,-347,0,denied
-1037,82,774,1028,-22,77,358,111,-109,139,1639,141,-1275,-243,0,-384,0,denied
-991,86,-85,351,68,127,440,119,-117,136,-467,77,153,578,0,1415,0,denied
-269,135,-38,388,67,127,-385,43,-142,126,-433,78,-1211,-207,0,1133,0,denied
-942,89,1,420,81,135,361,111,-147,124,1643,141,-1158,-176,0,1227,0,denied
-384,127,-99,340,81,134,-297,51,108,223,-232,84,205,608,0,-323,0,denied
-1010,84,794,1044,71,129,-281,52,108,223,1523,138,-1170,-183,0,-276,0,denied
-262,135,-79,355,-13,82,-366,44,-146,124,-407,79,-1260,-234,0,-111,0,denied
-992,85,3,421,71,129,462,121,98,219,1608,140,-1145,-168,0,-181,0,denied
-1009,84,828,1070,78,133,397,115,-119,135,1741,144,-1048,-112,0,-147,0,denied
-309,132,-131,315,-20,78,428,117,119,228,-138,87,-1074,-127,0,1396,0,denied
-1043,82,-86,350,-8,84,-407,41,123,229,-134,87,155,579,0,-202,0,denied
-334,130,751,1010,78,133,-306,50,137,235,1868,148,146,575,0,1291,0,denied
-385,127,745,1004,-22,77,377,113,-143,126,-299,82,117,558,0,-378,0,denied
-365,128,-87,349,-16,80,388,114,-146,124,1877,148,-1134,-162,0,-341,0,denied
-989,86,-1,417,75,131,388,114,-120,135,1734,144,343,688,0,1397,0,denied
-1019,84,-45,382,-5,86,480,122,-145,125,-154,86,-1172,-184,0,1273,0,denied
-360,129,828,1070,72,129,-358,45,-109,139,-381,80,229,622,0,-338,0,denied
-964,87,789,1040,-13,82,361,111,-128,132,1608,140,132,566,0,-173,0,denied
-933,89,768,1023,-18,79,391,114,140,236,1646,141,196,603,0,-275,0,denied
-360,129,818,1062,72,129,-416,40,104,222,1698,143,154,579,0,-101,0,denied
-997,85,-92,346,-8,85,355,111,132,233,-252,83,-1255,-231,0,1239,0,denied
-944,89,-134,313,81,134,403,115,133,233,1851,148,-1229,-217,0,-321,0,denied
-304,132,793,1043,-15,81,437,118,-125,133,-290,82,309,668,0,-201,0,denied
-260,135,-16,406,68,127,-306,50,144,237,-297,82,-1299,-257,0,1233,0,denied
-351,129,-90,347,-11,83,-414,40,-146,124,1701,143,277,650,0,-220,0,denied
-332,130,-95,343,-18,79,381,113,-113,137,1704,143,190,600,0,-253,0,denied
-265,135,-73,360,68,127,418,117,113,225,-99,88,-1055,-116,0,1177,0,denied
-299,133,764,1019,-20,78,-397,41,-136,128,1824,147,-1115,-151,0,-246,0,denied
-936,89,-5,414,-9,84,417,116,-118,135,-304,82,-1079,-130,0,-293,0,denied
-387,127,-113,329,-7,85,-278,52,-112,137,1767,145,304,665,0,1194,0,denied
-382,127,804,1051,-14,81,444,119,-105,140,1586,139,162,584,0,-129,0,denied
-286,134,-122,322,71,129,396,115,-120,134,-441,78,244,631,0,-348,0,denied
-309,132,-63,368,74,131,-290,51,110,224,-178,86,-1085,-134,0,1381,0,denied
-390,127,-100,339,72,130,-301,50,-126,132,1850,148,189,599,0,-100,0,denied
-382,127,-47,381,-19,79,399,115,-102,142,1566,139,219,616,0,-115,0,denied
-919,90,0,418,78,133,366,112,-128,131,1746,144,147,575,0,-150,0,denied
-962,88,-112,330,-20,78,-336,47,-119,135,-406,79,155,580,0,1278,0,denied
-1015,84,-48,380,-14,81,-276,53,105,222,1538,138,-1219,-211,0,-158,0,denied
-1043,82,793,1043,81,134,433,118,-125,133,1644,141,235,626,0,1313,0,denied
-936,89,726,990,70,128,357,111,-126,132,1766,145,-1165,-180,0,1204,0,denied
-983,86,746,1005,78,133,464,121,-138,128,1624,141,-1300,-257,0,-344,0,denied
-365,128,-37,389,-8,85,358,111,112,225,-239,84,239,628,0,-146,0,denied
-279,134,-120,323,-14,81,446,119,117,227,-418,78,183,596,0,-330,0,denied
-925,90,693,964,-15,81,-309,49,130,232,1709,143,178,593,0,1407,0,denied
-1024,83,736,998,-18,79,441,119,104,222,1619,140,-1206,-203,0,1404,0,denied
-294,133,794,1043,-17,80,-352,45,103,221,-405,79,114,556,0,1321,0,denied
-989,86,-15,406,-16,80,354,111,107,223,-189,85,-1121,-154,0,1249,0,denied
-919,90,734,996,78,133,-299,50,-117,136,-174,86,-1050,-113,0,1182,0,denied
-984,86,832,1073,75,131,-410,40,120,228,-320,81,235,626,0,-371,0,denied
-1032,83,727,990,75,131,355,111,-111,138,-376,80,-1108,-147,0,-381,0,denied
-929,90,-8,411,72,130,-326,48,-147,124,1724,144,-1295,-255,0,1170,0,denied
-931,90,766,1022,84,136,364,112,-128,131,-473,77,-1131,-160,0,1387,0,denied
-1014,84,-98,341,-16,80,463,121,-123,133,-242,84,-1121,-155,0,-112,0,denied
-983,86,-116,327,70,128,-368,44,-107,139,1556,139,-1043,-109,0,-278,0,denied
-281,134,788,1039,70,128,450,119,-129,131,-392,79,-1287,-250,0,-200,0,denied
-932,90,699,968,77,133,443,119,-117,136,1678,142,179,593,0,-208,0,denied
-931,90,-96,342,73,130,399,115,-138,128,-405,79,-1096,-140,0,1224,0,denied
-359,129,-138,310,-5,86,-413,40,-109,139,-273,83,-1283,-248,0,-169,0,denied
-1001,85,-2,417,80,134,-281,52,132,233,1757,145,-1089,-136,0,1358,0,denied
-333,130,706,974,70,128,-355,45,-101,142,-97,88,-1191,-195,0,-267,0,denied
-988,86,817,1061,-18,79,359,111,-106,140,1626,141,148,575,0,1325,0,denied
-370,128,11,427,-17,80,453,120,118,227,-200,85,198,604,0,-393,0,denied
-949,88,673,948,79,134,407,116,115,226,-252,83,224,619,0,-103,0,denied
