@relation BillNyeTheTestingGuy3.accepted.passwords.keystroke.rhythm
@attribute flightTime0 numeric
@attribute dwellTime0 numeric
@attribute flightTime1 numeric
@attribute dwellTime1 numeric
@attribute flightTime2 numeric
@attribute dwellTime2 numeric
@attribute flightTime3 numeric
@attribute dwellTime3 numeric
@attribute flightTime4 numeric
@attribute dwellTime4 numeric
@attribute flightTime5 numeric
@attribute dwellTime5 numeric
@attribute flightTime6 numeric
@attribute dwellTime6 numeric
@attribute flightTime7 numeric
@attribute dwellTime7 numeric
@attribute backspaceCount numeric
@attribute class {accepted,denied,attackerHumanMade}

@data
-341,51,-84,100,-254,96,44,130,113,131,68,86,-561,118,0,809,0,denied
645,123,-68,106,345,138,-65,73,-21,69,209,148,-2252,70,0,3202,0,denied
-181,62,-68,106,359,139,-68,71,-33,64,196,143,-486,120,0,757,0,denied
642,123,-84,99,-272,95,-67,72,111,131,71,87,-2264,69,0,3301,0,denied
561,117,73,168,-235,97,41,128,-24,68,59,82,-2451,64,0,3161,0,denied
691,127,81,172,350,138,-85,62,-22,69,209,149,-2334,67,0,1020,0,denied
645,123,-87,98,-222,98,38,127,-24,68,77,90,-475,120,0,1069,0,denied
539,116,59,162,-232,98,-88,61,-14,72,60,82,-403,122,0,966,0,denied
-208,60,54,160,321,136,-70,70,96,124,84,93,-622,116,0,3030,0,denied
628,122,83,172,-226,98,36,126,117,133,66,85,-549,118,0,1110,0,denied
-292,54,64,164,-178,101,47,131,-11,74,209,148,-425,122,0,3111,0,denied
678,126,60,163,314,136,48,132,-13,73,218,152,-2247,70,0,3095,0,denied
552,117,-77,103,327,137,-88,61,-30,65,216,152,-403,122,0,3091,0,denied
590,119,57,161,320,136,40,128,107,129,195,142,-673,115,0,1016,0,denied
699,127,62,163,-284,94,-88,61,96,124,81,91,-744,113,0,816,0,denied
605,120,67,165,328,137,49,132,-28,66,202,145,-2353,67,0,3190,0,denied
-332,51,-83,100,-202,100,-74,68,116,133,219,153,-2350,67,0,1068,0,denied
-282,55,-73,104,-178,101,-69,70,-14,72,70,87,-2381,66,0,1144,0,denied
635,123,-92,96,-196,100,-85,62,113,131,78,90,-2306,68,0,1057,0,denied
547,116,71,167,-182,101,-81,64,-24,68,74,88,-506,119,0,3359,0,denied
695,127,73,168,-284,94,41,128,-23,68,77,90,-2179,72,0,3014,0,denied
626,122,-87,98,-240,97,54,135,109,130,80,91,-2328,67,0,3082,0,denied
620,122,58,162,300,135,38,127,105,128,81,92,-2174,72,0,3076,0,denied
-232,59,67,166,290,134,41,128,-24,68,71,87,-2328,67,0,3344,0,denied
-210,60,-71,105,388,141,47,132,-20,70,76,89,-396,122,0,3145,0,denied
-293,54,-93,96,388,141,-65,73,-26,67,203,146,-2155,72,0,886,0,denied
-258,57,81,172,-192,100,45,130,118,134,83,92,-673,115,0,1080,0,denied
-327,52,-77,103,304,135,-85,62,-21,69,59,82,-726,113,0,3217,0,denied
595,120,82,172,-241,97,-71,70,-14,72,196,142,-2168,72,0,1114,0,denied
-351,50,66,165,-246,97,-67,72,-28,66,78,90,-2383,66,0,2936,0,denied
-289,54,82,172,-220,98,-82,64,-24,68,195,142,-2159,72,0,1113,0,denied
-329,51,-82,100,292,134,41,128,119,134,200,144,-2321,68,0,991,0,denied
585,119,78,170,-208,99,-68,71,-21,69,215,151,-642,115,0,934,0,denied
-182,62,80,171,321,136,46,131,-24,68,194,142,-2480,63,0,3166,0,denied
-193,61,-80,101,286,134,-68,71,111,131,85,93,-675,114,0,1003,0,denied
-272,56,57,161,387,141,-70,70,-19,70,73,88,-524,119,0,3161,0,denied
552,117,80,171,383,141,-64,73,-32,64,212,150,-675,114,0,3109,0,denied
524,115,-88,98,331,137,56,136,-13,73,209,148,-2283,69,0,2996,0,denied
677,126,-95,95,288,134,53,134,110,130,79,91,-2384,66,0,1139,0,denied
585,119,-93,96,302,135,-64,73,-26,67,199,144,-2337,67,0,3296,0,denied
605,121,76,169,308,136,-88,61,-25,67,84,93,-2223,70,0,3323,0,denied
-316,52,-90,97,-178,101,-71,70,116,133,196,143,-453,121,0,3332,0,denied
653,124,59,162,317,136,-69,70,-23,68,84,93,-2431,64,0,752,0,denied
-270,56,56,161,346,138,-83,63,-27,66,75,89,-573,117,0,1072,0,denied
625,122,62,163,-278,94,-64,73,116,133,206,147,-585,117,0,3083,0,denied
-322,52,-67,107,361,139,-73,69,97,124,208,148,-741,113,0,3326,0,denied
694,127,60,162,-189,101,-78,66,-28,66,211,149,-491,120,0,928,0,denied
-288,54,-78,102,321,136,37,126,100,126,72,87,-2182,72,0,1161,0,denied
528,115,63,164,312,136,42,129,94,123,201,145,-2392,66,0,825,0,denied
620,122,-67,107,340,138,37,126,115,133,208,148,-645,115,0,1100,0,denied
611,121,60,162,374,140,-77,67,100,125,78,90,-434,121,0,956,0,denied
624,122,-74,104,-269,95,-73,68,101,126,196,143,-487,120,0,974,0,denied
-225,59,-93,95,280,134,37,126,-21,69,205,146,-2345,67,0,3011,0,denied
685,126,-72,105,-287,94,37,126,-24,68,74,88,-496,120,0,3031,0,denied
575,118,-67,107,-280,94,-73,69,108,129,69,86,-2489,63,0,2998,0,denied
659,125,72,167,282,134,58,137,-22,69,204,146,-2220,70,0,3260,0,denied
-295,54,-89,98,-220,98,55,136,-14,73,71,87,-2162,72,0,1088,0,denied
-206,61,-84,100,-225,98,-88,61,-26,67,212,150,-640,115,0,1070,0,denied
691,127,-73,104,285,134,50,133,-25,67,73,88,-412,122,0,1019,0,denied
621,122,-72,104,376,140,-74,68,-12,73,74,88,-522,119,0,3004,0,denied
656,124,72,168,-211,99,48,132,103,127,82,92,-682,114,0,3047,0,denied
672,125,75,169,-269,95,-67,72,109,130,204,146,-2356,67,0,1068,0,denied
-279,55,64,164,-242,97,54,135,-10,74,212,150,-590,117,0,3296,0,denied
672,125,-80,101,301,135,54,135,-16,72,82,92,-517,119,0,3184,0,denied
653,124,-75,103,312,136,40,128,103,127,82,92,-721,113,0,3277,0,denied
564,118,-92,96,327,137,46,131,-10,74,81,92,-2290,68,0,794,0,denied
-330,51,-74,104,-202,100,-84,63,115,133,201,145,-635,116,0,1126,0,denied
-196,61,81,172,338,138,-65,73,117,133,216,151,-471,120,0,1175,0,denied
-211,60,-93,95,363,139,-82,64,111,131,67,85,-720,113,0,970,0,denied
661,125,69,166,284,134,-71,70,-18,71,200,144,-2461,64,0,3284,0,denied
613,121,-74,104,284,134,47,131,119,134,64,84,-557,118,0,928,0,denied
-260,57,-81,101,-244,97,56,136,-27,66,220,153,-703,114,0,3228,0,denied
533,115,83,172,-243,97,-67,71,106,128,198,144,-647,115,0,975,0,denied
689,127,-90,97,-223,98,-74,68,-11,74,65,84,-2437,64,0,3017,0,denied
-322,52,73,168,341,138,58,137,-22,69,194,142,-653,115,0,3361,0,denied
562,117,-89,97,337,138,-81,64,-29,66,83,93,-2235,70,0,762,0,denied
-342,51,59,162,293,134,-79,66,-16,72,208,148,-2237,70,0,3264,0,denied
-223,59,79,170,370,140,-66,72,-20,70,206,147,-2188,71,0,3198,0,denied
612,121,61,163,-202,100,55,135,112,131,62,83,-675,114,0,3240,0,denied
-263,56,69,166,-277,94,-84,63,111,131,220,153,-615,116,0,2959,0,denied
-264,56,65,164,388,141,-68,71,109,130,213,150,-2496,63,0,3348,0,denied
-283,55,-82,100,374,140,-68,71,112,131,75,89,-2367,66,0,3358,0,denied
682,126,77,170,-202,100,43,129,-32,64,209,148,-2215,71,0,1133,0,denied
530,115,-80,101,-227,98,-73,68,-34,63,202,145,-481,120,0,3137,0,denied
-224,59,67,165,-227,98,-80,65,-23,68,71,87,-692,114,0,1055,0,denied
657,124,63,163,-259,96,43,129,112,131,82,92,-680,114,0,798,0,denied
567,118,-88,98,309,136,57,137,114,132,59,82,-2175,72,0,3007,0,denied
-294,54,70,167,365,139,-71,70,105,128,196,142,-617,116,0,1182,0,denied
-287,55,-91,96,305,135,52,134,-27,66,209,148,-563,118,0,3325,0,denied
574,118,-81,101,351,139,40,128,-22,69,60,82,-2459,64,0,3012,0,denied
584,119,62,163,369,140,50,133,-33,64,201,145,-471,120,0,3022,0,denied
590,119,-94,95,-191,100,42,129,103,127,63,83,-2430,64,0,765,0,denied
-180,62,61,163,-288,94,-83,63,-13,73,210,149,-483,120,0,2999,0,denied
-259,57,73,168,-198,100,43,129,-11,74,67,85,-2365,66,0,886,0,denied
596,120,65,165,339,138,43,129,-26,67,59,82,-512,119,0,2986,0,denied
576,118,78,170,288,134,-88,61,-17,71,215,151,-2305,68,0,3147,0,denied
599,120,-72,105,-243,97,46,131,-15,72,197,143,-2258,69,0,3162,0,denied
%Attacker Human made data
1011,136,89,96,52,131,3,80,50,83,-19,113,-47,146,469,140,0,132,0,attackerHumanMade
359,144,165,115,50,111,-9,104,69,91,13,83,-41,156,299,115,0,133,0,attackerHumanMade
316,109,350,127,29,104,21,70,13,67,18,85,-52,114,142,122,0,141,0,attackerHumanMade
390,103,85,90,60,110,-3,60,48,81,-14,72,-50,124,128,121,0,147,0,attackerHumanMade
225,136,100,112,56,116,4,59,29,76,7,78,-44,96,163,114,0,136,0,attackerHumanMade
403,101,132,111,33,87,12,61,28,71,21,73,-35,110,300,116,0,117,0,attackerHumanMade
291,158,254,102,1,104,687,64,25,79,-4,101,-45,130,124,113,0,159,0,attackerHumanMade
216,129,112,106,21,105,13,67,22,70,-40,97,-48,127,147,100,0,137,0,attackerHumanMade
224,116,143,100,38,90,19,64,15,76,4,82,-47,106,143,109,0,149,0,attackerHumanMade
514,140,128,88,11,78,644,60,18,101,-1,104,-50,157,184,136,0,150,0,attackerHumanMade
247,162,146,101,13,92,15,67,18,74,-24,83,-49,135,141,115,0,163,0,attackerHumanMade
287,96,305,111,361,90,11,77,26,77,21,78,-49,96,113,110,0,154,0,attackerHumanMade
468,106,137,78,82,112,5,88,54,84,-8,86,-38,129,120,114,0,161,0,attackerHumanMade
374,110,488,116,40,139,-1,70,27,91,4,76,-50,126,113,111,0,161,0,attackerHumanMade
184,132,77,104,32,111,175,64,104,160,43,76,-42,112,143,119,0,149,0,attackerHumanMade
299,169,271,102,28,112,-1,79,59,83,9,70,-36,155,117,105,0,155,0,attackerHumanMade
323,144,145,109,27,102,39,72,31,119,13,76,-44,136,128,104,0,159,0,attackerHumanMade
538,122,73,121,20,114,45,71,52,124,10,79,-40,146,144,114,0,138,0,attackerHumanMade
347,127,249,121,16,108,26,71,22,88,-1,83,-49,106,140,116,0,159,0,attackerHumanMade
459,129,385,99,23,126,16,73,88,102,24,13,581,43,1034,124,0,124,0,attackerHumanMade
410,141,113,120,61,139,18,128,48,120,3,101,-45,144,125,111,0,150,0,attackerHumanMade
402,136,75,104,39,125,43,73,30,110,18,75,-54,141,117,106,0,162,0,attackerHumanMade
227,146,81,101,38,119,-3,67,52,80,-34,72,-52,117,115,125,0,155,0,attackerHumanMade
187,146,69,93,30,105,32,76,63,94,8,100,-33,139,129,117,0,137,0,attackerHumanMade
192,130,81,102,44,123,21,72,29,84,-8,87,-65,123,115,131,0,130,0,attackerHumanMade
331,123,139,125,12,105,34,65,11,76,16,91,-53,98,113,127,0,116,0,attackerHumanMade
326,128,95,106,24,109,18,64,10,86,-1,79,-50,112,107,113,0,138,0,attackerHumanMade
225,139,57,93,12,114,50,65,-18,90,44,81,-48,101,132,118,0,124,0,attackerHumanMade
254,126,73,96,22,109,32,65,6,75,-5,69,-52,128,126,99,0,122,0,attackerHumanMade
223,121,179,118,22,117,15,65,12,70,3,71,-44,107,133,113,0,130,0,attackerHumanMade
234,109,99,95,33,108,18,66,16,80,15,71,-55,107,153,110,0,123,0,attackerHumanMade
218,127,158,107,34,113,11,79,4,84,24,66,-46,118,151,110,0,146,0,attackerHumanMade
145,128,104,79,8,120,32,96,1,88,56,71,-56,128,159,89,0,112,0,attackerHumanMade
79,121,8,112,0,144,8,104,8,72,208,72,-32,112,144,80,0,96,0,attackerHumanMade
104,152,16,96,16,128,16,112,120,88,31,72,-40,121,40,88,0,112,0,attackerHumanMade
144,144,56,96,8,120,112,88,656,80,263,88,-41,81,408,81,0,111,0,attackerHumanMade
55,136,40,105,7,128,224,97,40,79,-23,88,-39,103,113,71,0,96,0,attackerHumanMade
72,135,40,96,24,104,24,96,24,96,7,73,-55,128,32,71,0,104,0,attackerHumanMade
47,137,-8,104,16,144,8,104,16,88,17,72,-71,103,41,87,0,104,0,attackerHumanMade
-8,144,24,136,24,136,16,96,24,88,-8,56,-48,104,32,72,0,128,0,attackerHumanMade
65,111,32,104,-8,112,8,112,16,80,0,72,-64,128,88,112,0,104,0,attackerHumanMade
104,129,55,112,64,121,0,96,208,96,-7,87,-47,127,72,87,0,105,0,attackerHumanMade
-8,152,64,200,88,128,72,96,16,104,-8,64,-48,122,32,79,0,112,0,attackerHumanMade
8,120,88,128,96,128,56,96,8,120,-8,64,-48,120,48,88,0,120,0,attackerHumanMade
32,144,-8,128,64,152,8,112,0,104,-24,80,-56,120,25,79,0,96,0,attackerHumanMade
24,128,7,128,88,145,16,88,8,96,-15,71,-64,136,-16,96,0,88,0,attackerHumanMade
81,119,7,112,64,129,16,88,25,95,-7,63,-56,111,49,80,0,72,0,attackerHumanMade
-32,144,88,136,16,136,0,88,0,105,1,79,-64,111,33,96,0,111,0,attackerHumanMade
224,144,-8,96,32,128,8,96,8,96,24,80,-48,104,112,64,0,128,0,attackerHumanMade
64,128,48,112,40,120,32,80,16,112,24,72,-56,112,24,96,0,128,0,attackerHumanMade
32,120,32,112,72,144,32,104,0,120,24,72,-48,112,16,88,0,120,0,attackerHumanMade
8,144,16,136,7,144,0,97,7,96,-16,65,-56,128,-7,71,0,120,0,attackerHumanMade
169,135,15,96,-16,129,7,96,-7,104,0,64,-15,143,88,104,0,80,0,attackerHumanMade
599,112,272,88,65,104,80,95,0,89,0,72,-48,87,72,72,0,120,0,attackerHumanMade
0,153,16,127,31,169,16,88,0,89,8,71,-56,112,-8,112,0,105,0,attackerHumanMade
128,168,16,88,8,144,24,80,8,96,-16,72,-56,112,24,80,0,112,0,attackerHumanMade
112,136,32,104,8,120,1,96,0,95,-24,72,-48,112,0,88,0,104,0,attackerHumanMade
-24,144,24,152,40,168,24,88,0,88,-24,71,-55,120,-8,80,0,96,0,attackerHumanMade
128,168,7,96,7,153,0,88,23,81,0,73,-95,135,-17,112,0,113,0,attackerHumanMade
72,119,24,96,16,136,16,96,8,80,161,56,-31,111,87,80,0,105,0,attackerHumanMade
